StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1575,17,Male,Asian,Bachelor's,3.165661096572876,27,True,High,True,False,False,False,0.7828092575073242,F
1576,16,Male,African American,Some College,13.76235294342041,25,False,None,True,False,False,False,0.7664048671722412,F
1577,15,Male,Other,Some College,2.5637614727020264,17,True,None,True,False,False,False,1.2836220264434814,F
1578,16,Male,Caucasian,High School,8.507129669189453,24,False,Moderate,True,False,False,False,0.6431459188461304,F
1579,16,Female,Caucasian,Some College,4.944121360778809,18,True,Moderate,False,False,False,False,1.6692302227020264,F
1580,16,Female,Caucasian,Some College,14.96750545501709,5,False,High,False,False,False,False,3.2820701599121094,B
1581,16,Male,Asian,Some College,5.2407002449035645,21,False,Moderate,False,True,False,False,0.7437140345573425,F
1582,15,Male,Asian,Higher,17.63434600830078,1,False,Moderate,False,False,False,True,3.3250668048858643,B
1583,18,Male,Caucasian,Some College,17.83640480041504,27,False,Moderate,True,True,False,True,1.1845197677612305,F
1584,16,Male,Caucasian,High School,3.928826332092285,12,False,Low,False,False,False,False,1.6165361404418945,F
1585,16,Female,Asian,Some College,12.2769193649292,22,False,Very High,False,False,False,False,1.583083987236023,F
1586,17,Male,Caucasian,High School,1.7543528079986572,24,False,Moderate,False,False,False,False,0.18425148725509644,F
1587,16,Male,Asian,High School,7.830741882324219,27,True,Moderate,False,False,False,False,0.4721810519695282,F
1588,17,Male,Other,High School,14.266434669494629,25,False,High,True,True,False,False,1.2993555068969727,F
1589,18,Male,Caucasian,Some College,13.188465118408203,10,False,Moderate,False,False,False,True,2.3796281814575195,D
1590,15,Female,Caucasian,Some College,12.494013786315918,0,False,High,False,False,False,False,3.5662832260131836,A
1591,15,Male,Asian,Some College,5.650817394256592,23,False,Low,False,False,False,False,0.27834758162498474,F
1592,18,Male,Asian,Some College,7.56049919128418,1,False,Low,False,False,False,False,2.4215469360351562,D
1593,15,Female,African American,Some College,2.0589230060577393,29,False,Very High,False,True,False,True,0.6176804304122925,F
1594,18,Female,Other,High School,14.38045597076416,16,False,High,False,False,False,False,1.8047266006469727,F
1595,18,Female,Caucasian,Bachelor's,10.077775955200195,7,False,Moderate,True,False,False,False,2.6352081298828125,C
1596,18,Male,African American,High School,14.175312995910645,1,False,High,False,False,False,True,3.436025381088257,B
1597,15,Male,Asian,High School,4.978870391845703,5,False,Very High,False,False,True,True,2.737377882003784,C
1598,17,Female,Asian,Some College,6.488764762878418,21,True,Low,True,False,False,True,1.1466960906982422,F
1599,18,Female,Caucasian,High School,6.684306621551514,4,False,None,False,False,False,False,2.4052674770355225,D
1600,16,Female,Asian,None,0.5148481726646423,15,True,Moderate,False,False,True,False,1.5252820253372192,F
1601,15,Female,African American,Some College,6.820957660675049,7,False,Low,True,True,False,False,2.4461569786071777,D
1602,18,Female,Caucasian,Some College,16.066091537475586,18,True,Low,True,False,True,False,1.9529529809951782,F
1603,18,Female,Caucasian,Some College,17.94597053527832,15,False,High,True,False,False,False,2.2930872440338135,D
1604,16,Male,Asian,Higher,10.36436653137207,12,False,None,False,False,True,False,1.4716720581054688,F
1605,17,Male,Caucasian,Some College,9.110033988952637,25,True,High,False,False,False,True,1.1067135334014893,F
1606,17,Male,Caucasian,Bachelor's,0.6164923906326294,19,False,Moderate,False,True,False,True,1.2058569192886353,F
1607,17,Female,Caucasian,High School,17.584087371826172,6,False,Moderate,False,False,False,False,2.559070348739624,C
1608,18,Female,Asian,Some College,0.2602042555809021,15,False,High,True,True,True,False,2.457651138305664,D
1609,18,Female,African American,Bachelor's,18.895002365112305,22,True,Moderate,False,False,False,False,1.2267413139343262,F
1610,18,Female,Asian,Some College,9.784324645996094,15,False,Low,False,False,False,True,1.590433120727539,F
1611,15,Female,Caucasian,Some College,6.838689804077148,28,False,Low,True,False,False,False,0.31066954135894775,F
1612,16,Female,African American,High School,18.4843692779541,11,True,High,True,False,False,False,2.77181077003479,C
1613,18,Male,African American,None,0.4878198504447937,13,False,Low,True,False,False,False,1.5826829671859741,F
1614,16,Male,Asian,Some College,11.628498077392578,23,True,None,True,False,False,True,1.105587124824524,F
1615,16,Female,Other,High School,10.978650093078613,17,False,Very High,False,False,False,False,2.3002960681915283,D
1616,17,Male,Caucasian,Bachelor's,4.386407852172852,26,True,Very High,True,True,False,False,0.9918836951255798,F
1617,15,Female,African American,High School,8.57774829864502,27,False,Moderate,False,True,True,True,0.16511061787605286,F
1618,18,Male,Caucasian,Higher,13.045280456542969,17,False,None,False,False,False,False,0.9893299341201782,F
1619,17,Female,African American,Higher,14.542623519897461,15,False,High,True,False,True,False,2.2302534580230713,D
1620,17,Female,Caucasian,High School,0.014337174594402313,19,False,High,True,False,False,False,1.3835281133651733,F
1621,18,Male,Caucasian,High School,18.73706817626953,15,False,Low,True,True,False,False,2.1314053535461426,D
1622,16,Male,Caucasian,Bachelor's,3.2905075550079346,12,False,Low,True,False,True,False,1.8682769536972046,F
1623,17,Female,African American,Higher,4.6716084480285645,25,False,High,True,False,True,False,1.2474819421768188,F
1624,16,Female,Caucasian,Some College,5.269468784332275,28,False,Very High,False,False,False,False,0.29990753531455994,F
1625,15,Male,Asian,High School,0.7564027309417725,8,False,High,True,False,False,True,2.705195665359497,C
1626,16,Male,Caucasian,Some College,2.4610424041748047,25,False,Low,True,True,True,False,0.897938072681427,F
1627,15,Female,Caucasian,Some College,19.726999282836914,27,False,Moderate,True,True,False,False,1.3917317390441895,F
1628,16,Male,Asian,High School,6.30433464050293,8,False,High,False,False,False,False,2.150546073913574,D
1629,17,Female,Caucasian,Some College,2.3060216903686523,12,False,Low,False,False,False,False,1.4487411975860596,F
1630,17,Female,Caucasian,None,2.1398251056671143,28,False,Low,True,False,True,False,0.0,F
1631,15,Female,African American,None,14.389199256896973,3,True,Low,False,False,False,False,3.091715097427368,B
1632,18,Female,Caucasian,High School,17.091373443603516,8,False,Moderate,False,False,False,False,2.576927661895752,C
1633,15,Male,Caucasian,High School,5.1390461921691895,14,False,Moderate,False,False,False,False,1.9558725357055664,F
1634,15,Male,Caucasian,High School,0.41819024085998535,13,False,High,False,True,False,False,1.8787083625793457,F
1635,16,Male,Other,Some College,4.461800575256348,18,True,High,True,True,False,False,1.6304001808166504,F
1636,16,Male,African American,High School,1.1303138732910156,11,False,Very High,False,False,True,False,2.3727481365203857,D
1637,15,Male,African American,High School,2.067898750305176,20,True,High,True,False,False,False,1.279370665550232,F
1638,17,Male,African American,High School,8.630162239074707,25,False,Low,False,False,False,True,0.15500478446483612,F
1639,16,Male,Caucasian,Higher,4.598367214202881,24,True,Moderate,False,True,True,True,1.2783470153808594,F
1640,18,Female,Caucasian,Some College,10.318917274475098,5,False,Moderate,False,True,False,False,2.6559934616088867,C
1641,16,Male,Asian,Some College,5.069875240325928,2,False,None,True,False,True,False,2.6823160648345947,C
1642,16,Male,Caucasian,Some College,18.810745239257812,25,False,Very High,False,True,False,False,1.644819974899292,F
1643,18,Female,Caucasian,Higher,18.118879318237305,24,True,None,True,True,False,False,1.3962783813476562,F
1644,15,Male,Caucasian,High School,11.336122512817383,21,True,Moderate,True,False,False,False,1.6094868183135986,F
1645,18,Male,Caucasian,Some College,7.088479995727539,19,False,Moderate,True,False,True,False,1.187367558479309,F
1646,15,Female,Other,Some College,7.6229376792907715,15,False,Moderate,True,False,True,False,2.0197970867156982,D
1647,15,Male,Caucasian,Some College,8.237045288085938,29,False,High,False,False,False,True,0.2416256219148636,F
1648,15,Male,African American,None,14.551586151123047,19,False,Moderate,False,False,False,False,1.247725248336792,F
1649,18,Male,Caucasian,Some College,9.032779693603516,23,False,Low,False,False,True,False,0.85268235206604,F
1650,15,Female,Other,None,17.134599685668945,22,False,Low,False,False,False,False,0.9657009840011597,F
1651,17,Male,Caucasian,Some College,18.881895065307617,16,True,Very High,True,True,False,False,2.4238007068634033,D
1652,18,Male,Caucasian,Some College,6.718923091888428,15,False,Low,True,False,False,False,1.7419681549072266,F
1653,17,Female,Asian,High School,11.213890075683594,5,False,Low,False,False,True,False,2.845925807952881,C
1654,15,Male,Asian,Bachelor's,1.9011307954788208,7,False,Moderate,False,False,False,False,2.039564371109009,D
1655,16,Female,Caucasian,None,4.00938081741333,18,True,Low,True,False,False,False,1.5420637130737305,F
1656,15,Female,Caucasian,Bachelor's,8.269315719604492,29,True,Moderate,False,False,True,False,0.7307795882225037,F
1657,17,Male,Caucasian,Some College,4.124054431915283,24,False,High,True,False,False,False,0.49998778104782104,F
1658,17,Female,Caucasian,High School,17.53120994567871,25,True,High,False,False,False,False,1.1228893995285034,F
1659,18,Female,Caucasian,High School,3.1657252311706543,1,True,High,False,True,False,False,2.9594926834106445,C
1660,16,Male,Caucasian,Higher,9.113216400146484,13,False,Low,True,True,True,False,2.3002052307128906,D
1661,18,Female,Caucasian,None,12.113985061645508,21,False,Moderate,False,True,False,False,1.3527207374572754,F
1662,17,Female,Caucasian,High School,13.837278366088867,11,True,None,True,False,False,False,2.1340620517730713,D
1663,15,Male,African American,High School,7.6613874435424805,16,False,None,True,False,False,True,1.299794316291809,F
1664,16,Male,Other,Some College,17.381980895996094,27,False,Moderate,True,False,False,False,0.7478339672088623,F
1665,15,Male,African American,Some College,11.366382598876953,26,False,Low,True,True,True,False,0.5329232215881348,F
1666,15,Female,Caucasian,High School,8.790155410766602,14,False,High,False,False,False,False,2.0737698078155518,D
1667,16,Male,Caucasian,High School,1.3448126316070557,17,True,High,True,True,False,False,1.9913793802261353,F
1668,18,Female,Other,High School,9.29378890991211,15,False,High,True,False,False,True,1.8999595642089844,F
1669,15,Female,Caucasian,High School,16.414716720581055,12,False,High,True,True,False,False,2.6148838996887207,C
1670,17,Female,Caucasian,Some College,12.290820121765137,20,True,None,True,True,True,False,1.8102707862854004,F
1671,15,Female,African American,Some College,16.64324951171875,16,False,Moderate,True,False,False,False,1.581931471824646,F
1672,16,Female,African American,High School,9.880233764648438,7,False,Low,False,True,False,False,2.2713327407836914,D
1673,16,Female,African American,High School,2.369234085083008,0,True,Moderate,True,False,False,False,3.363670587539673,B
1674,16,Female,Caucasian,High School,0.2727969288825989,28,False,Low,True,True,False,False,0.4812984764575958,F
1675,18,Male,Caucasian,Higher,6.064391136169434,24,False,None,True,True,False,False,0.19992737472057343,F
1676,15,Male,Other,Higher,13.959809303283691,25,False,Moderate,False,True,True,True,1.2680087089538574,F
1677,18,Female,Caucasian,Bachelor's,15.805197715759277,26,False,High,True,False,False,False,0.882552444934845,F
1678,18,Female,African American,High School,5.9150567054748535,2,True,High,False,False,False,False,3.1201367378234863,B
1679,16,Male,Asian,None,9.913078308105469,15,False,Moderate,False,True,False,True,1.804154634475708,F
1680,16,Female,African American,High School,8.422378540039062,27,False,Moderate,True,True,True,False,0.6817036271095276,F
1681,18,Male,Caucasian,High School,8.210455894470215,1,False,Moderate,True,False,False,True,2.898261785507202,C
1682,15,Male,Caucasian,Some College,4.626974105834961,14,False,High,False,False,False,True,1.7303179502487183,F
1683,17,Male,African American,Some College,2.727421998977661,0,True,None,True,False,True,False,3.5607917308807373,A
1684,18,Female,Asian,Bachelor's,3.9337711334228516,8,True,High,False,True,False,False,2.5287744998931885,C
1685,15,Female,Other,Bachelor's,1.1066477298736572,15,True,Moderate,False,True,False,False,1.5923879146575928,F
1686,16,Male,Caucasian,High School,3.9626147747039795,3,False,Low,False,False,True,True,2.374130964279175,D
1687,16,Male,Caucasian,Some College,0.18401795625686646,11,True,None,True,False,False,False,1.810409426689148,F
1688,15,Male,Other,High School,12.545167922973633,0,False,Low,False,False,False,False,2.8298263549804688,C
1689,17,Male,Asian,None,6.327507972717285,0,True,Moderate,False,False,False,True,3.0476021766662598,B
1690,16,Male,Asian,Some College,19.462894439697266,6,True,High,True,True,False,False,3.6259217262268066,A
1691,16,Female,Caucasian,None,3.8743410110473633,17,False,Moderate,False,False,False,True,0.9273215532302856,F
1692,16,Male,African American,Some College,6.916571617126465,22,False,Moderate,True,False,False,False,1.3319588899612427,F
1693,15,Female,Asian,High School,7.15682315826416,27,False,Very High,True,True,False,True,0.7795517444610596,F
1694,18,Male,African American,Some College,0.16902992129325867,22,False,Low,True,False,False,False,0.8813584446907043,F
1695,16,Female,Caucasian,Some College,16.78415870666504,14,True,Low,False,False,False,False,2.3981211185455322,D
1696,18,Female,Caucasian,High School,0.6398891806602478,25,False,Moderate,False,True,False,False,0.75881427526474,F
1697,17,Female,African American,Bachelor's,18.80359649658203,29,False,High,True,False,False,False,1.0288655757904053,F
1698,16,Female,Caucasian,High School,17.841487884521484,24,False,High,False,True,False,False,1.4444767236709595,F
1699,16,Female,Caucasian,Some College,10.71043872833252,12,True,Moderate,False,False,False,False,2.2140674591064453,D
1700,17,Female,Other,Some College,10.87191104888916,15,False,Very High,False,True,True,False,2.511918067932129,C
1701,16,Male,Caucasian,Some College,13.07555866241455,6,False,High,False,False,False,False,2.6901497840881348,C
1702,18,Female,Asian,Higher,7.741000175476074,15,False,None,True,False,False,False,1.6052744388580322,F
1703,15,Male,Caucasian,High School,12.944445610046387,12,False,High,True,False,True,True,2.7098894119262695,C
1704,18,Female,African American,Some College,0.8953678011894226,13,False,None,False,True,False,False,1.5285634994506836,F
1705,15,Female,Other,Some College,1.080952525138855,16,True,High,False,True,False,False,1.778569221496582,F
1706,15,Male,Caucasian,Bachelor's,9.144608497619629,11,False,Low,True,False,False,False,2.1219639778137207,D
1707,18,Female,Caucasian,High School,10.992445945739746,28,False,High,False,False,False,False,0.4059048295021057,F
1708,18,Male,Caucasian,Some College,17.7563533782959,23,False,Moderate,True,False,False,False,1.1239262819290161,F
1709,18,Male,Caucasian,Some College,2.093212604522705,23,False,High,False,False,False,False,0.8703303933143616,F
1710,18,Male,Asian,High School,16.452959060668945,19,False,Moderate,True,True,False,False,1.822829246520996,F
1711,17,Male,Other,Some College,4.200946807861328,12,False,High,True,False,False,False,2.231182813644409,D
1712,16,Female,Caucasian,High School,7.8816728591918945,23,False,Low,False,True,True,False,0.9669677019119263,F
1713,15,Female,Caucasian,Some College,6.3320488929748535,19,False,Very High,False,True,False,False,1.6918588876724243,F
1714,18,Male,Caucasian,Bachelor's,8.003105163574219,14,False,High,False,False,False,False,2.069758176803589,D
1715,18,Female,Asian,Some College,3.0099098682403564,23,True,Low,True,True,False,False,1.0578761100769043,F
1716,18,Female,Caucasian,Some College,10.071401596069336,20,False,Very High,False,False,False,False,1.3214272260665894,F
1717,17,Male,African American,Some College,16.032852172851562,3,True,Moderate,True,False,False,True,3.5169408321380615,A
1718,18,Female,African American,None,8.830679893493652,21,True,High,False,True,False,True,1.0491570234298706,F
1719,18,Male,African American,High School,9.812271118164062,1,False,High,True,False,False,False,3.4861414432525635,B
1720,18,Male,Caucasian,Some College,16.975351333618164,27,True,None,True,False,False,True,0.5868374109268188,F
1721,16,Female,Asian,High School,14.121162414550781,17,False,Very High,False,True,False,False,2.358815908432007,D
1722,17,Female,Caucasian,High School,9.809087753295898,1,False,Moderate,False,False,False,False,3.1522223949432373,B
1723,18,Female,Caucasian,Some College,5.1539130210876465,24,False,Low,False,False,False,False,0.5878350734710693,F
1724,15,Male,Asian,High School,17.69853401184082,14,False,High,True,True,False,True,2.668893337249756,C
1725,15,Male,Asian,High School,11.54040813446045,29,False,High,False,False,False,False,0.30437204241752625,F
1726,15,Female,Caucasian,Some College,4.422952175140381,25,False,None,False,True,False,False,0.28067031502723694,F
1727,17,Female,Caucasian,High School,5.382395267486572,18,False,Low,True,False,False,False,0.8730912208557129,F
1728,17,Female,Caucasian,Bachelor's,16.06266212463379,14,False,High,False,False,False,False,2.3307833671569824,D
1729,15,Female,Caucasian,Bachelor's,0.8829112648963928,25,False,None,True,True,True,False,0.31885090470314026,F
1730,18,Male,Caucasian,Some College,19.84184455871582,19,False,Very High,False,False,False,False,1.79228937625885,F
1731,17,Female,Caucasian,High School,2.6070334911346436,9,False,High,False,True,False,False,2.573219060897827,C
1732,15,Male,Caucasian,Some College,15.921370506286621,27,False,Moderate,False,True,False,False,1.084490180015564,F
1733,15,Male,Asian,Bachelor's,7.895506381988525,23,False,Moderate,True,True,False,True,1.0866966247558594,F
1734,18,Female,African American,Some College,9.844324111938477,19,False,Moderate,False,False,True,True,1.004112720489502,F
1735,16,Female,African American,High School,17.613012313842773,10,True,Moderate,True,False,False,False,2.8246049880981445,C
1736,17,Female,Caucasian,Some College,8.258223533630371,25,True,High,False,True,True,True,1.364373803138733,F
1737,18,Male,Other,Bachelor's,10.74987506866455,9,False,Very High,False,False,False,True,2.6072864532470703,C
1738,15,Female,Asian,Some College,0.9859932661056519,28,True,Moderate,True,False,True,False,0.5684680938720703,F
1739,15,Female,Asian,Some College,0.04694947600364685,22,False,Moderate,False,False,False,True,0.5737962126731873,F
1740,18,Male,Asian,Some College,4.895997524261475,4,False,Low,False,False,False,False,2.258070945739746,D
1741,17,Female,Other,Some College,13.611661911010742,8,True,High,False,False,False,False,2.840092897415161,C
1742,16,Male,African American,None,2.425297975540161,19,False,High,True,True,False,False,1.6831172704696655,F
1743,16,Female,Caucasian,Some College,2.2752392292022705,18,True,High,True,False,False,False,1.7209070920944214,F
1744,15,Male,African American,None,8.219212532043457,12,False,None,False,False,False,False,1.5377838611602783,F
1745,17,Female,Asian,Some College,12.956740379333496,17,False,High,False,True,False,False,2.0634634494781494,D
1746,16,Female,Asian,High School,14.241439819335938,16,False,Moderate,True,False,False,False,1.8785475492477417,F
1747,17,Male,African American,Some College,3.5690135955810547,26,False,High,True,True,False,True,0.8632708787918091,F
1748,17,Male,Caucasian,High School,1.591762900352478,5,False,High,False,False,False,False,2.5132861137390137,C
1749,15,Female,Caucasian,Some College,18.807941436767578,9,False,High,True,True,False,True,2.772163152694702,C
1750,16,Male,Other,Some College,5.213327884674072,1,True,Moderate,False,False,False,False,2.8883860111236572,C
1751,18,Male,African American,High School,17.066930770874023,23,False,High,False,True,False,False,1.3371610641479492,F
1752,15,Male,African American,High School,17.26982879638672,5,False,None,False,False,False,False,2.3706116676330566,D
1753,16,Male,Caucasian,High School,15.450451850891113,27,False,High,False,False,True,False,0.8544646501541138,F
1754,16,Female,Caucasian,Bachelor's,3.3766720294952393,27,True,None,False,False,False,False,0.3226418197154999,F
1755,16,Female,Asian,Some College,16.4360294342041,20,False,Moderate,True,True,False,False,1.8342269659042358,F
1756,16,Male,African American,Some College,15.385010719299316,12,False,Low,False,False,False,False,1.9900604486465454,F
1757,16,Male,Asian,High School,11.934459686279297,17,True,High,False,True,False,False,2.2269833087921143,D
1758,17,Male,Caucasian,Some College,6.744040489196777,6,False,Moderate,False,False,False,True,2.608386993408203,C
1759,15,Male,African American,Bachelor's,5.250172138214111,1,False,High,True,False,False,False,3.406339168548584,B
1760,17,Female,Caucasian,Bachelor's,2.437784194946289,28,True,High,True,False,False,False,0.867034375667572,F
1761,18,Female,Asian,Some College,10.195141792297363,13,True,High,False,True,False,False,2.1660914421081543,D
1762,16,Male,Caucasian,None,11.705217361450195,4,False,Low,False,True,False,False,2.4229283332824707,D
1763,15,Male,Caucasian,High School,7.186779975891113,17,False,High,False,True,False,False,1.509557843208313,F
1764,16,Male,African American,None,9.507181167602539,10,True,Moderate,False,True,False,False,2.443857192993164,D
1765,15,Female,Other,High School,7.270288944244385,9,False,None,False,False,False,False,2.003828287124634,D
1766,17,Male,Caucasian,High School,12.820120811462402,10,True,Low,False,True,False,False,2.465306520462036,D
1767,15,Female,Asian,High School,18.025184631347656,26,False,Low,True,False,True,False,0.8447920083999634,F
1768,18,Male,Caucasian,High School,3.27840518951416,1,False,None,False,True,False,False,2.7310588359832764,C
1769,18,Female,Caucasian,Bachelor's,7.628176212310791,14,False,Moderate,False,False,False,False,1.7360115051269531,F
1770,15,Male,Caucasian,Some College,2.8173720836639404,6,True,None,False,True,False,False,2.5896706581115723,C
1771,15,Female,Caucasian,Bachelor's,12.498875617980957,8,True,Moderate,True,False,False,False,2.742361068725586,C
1772,15,Male,African American,Some College,14.577409744262695,4,False,Low,False,False,False,False,2.4959194660186768,D
1773,15,Male,Caucasian,High School,18.638254165649414,6,True,Low,False,False,True,False,2.8534371852874756,C
1774,18,Male,Caucasian,Some College,5.5774383544921875,19,False,Very High,True,False,False,False,1.5913479328155518,F
1775,16,Female,Other,High School,19.00422477722168,1,False,Moderate,False,False,True,False,3.2096734046936035,B
1776,15,Male,Caucasian,Some College,1.2652534246444702,2,True,Low,False,True,False,False,3.127617835998535,B
1777,15,Female,Asian,High School,12.060276985168457,1,True,Moderate,False,True,True,True,3.4532759189605713,B
1778,18,Female,Caucasian,Higher,1.1426544189453125,20,True,Low,True,False,False,False,0.8227735757827759,F
1779,18,Male,African American,High School,17.875484466552734,21,True,None,False,False,False,False,1.2173352241516113,F
1780,17,Male,Caucasian,High School,10.59618091583252,22,False,None,True,False,False,False,0.7626842856407166,F
1781,15,Male,Caucasian,Bachelor's,13.386966705322266,18,False,Very High,False,True,True,False,2.1458487510681152,D
1782,17,Female,Caucasian,None,16.631479263305664,3,True,High,False,False,False,False,3.299130916595459,B
1783,18,Male,Caucasian,Some College,3.0062124729156494,23,False,High,True,False,True,False,1.1708122491836548,F
1784,18,Female,Caucasian,Some College,0.771831214427948,19,False,Very High,False,False,False,True,1.424595594406128,F
1785,16,Female,African American,Bachelor's,17.57762336730957,6,False,Very High,False,False,False,False,2.9026594161987305,C
1786,15,Male,Asian,Higher,6.298664569854736,27,False,High,False,False,True,False,0.6914774179458618,F
1787,17,Male,Asian,Higher,2.579578161239624,21,True,High,True,False,True,True,1.886542558670044,F
1788,18,Male,African American,None,9.369224548339844,6,False,Moderate,False,False,False,True,2.6353414058685303,C
1789,18,Male,Caucasian,Bachelor's,11.966121673583984,16,True,Low,False,False,False,False,1.500339388847351,F
1790,17,Male,Caucasian,Some College,0.6194120645523071,18,False,Moderate,False,False,True,False,1.2355538606643677,F
1791,16,Male,Caucasian,Some College,5.497913360595703,21,False,Moderate,False,False,False,False,0.6046134233474731,F
1792,18,Female,Caucasian,High School,0.6559975147247314,15,False,Very High,False,False,False,False,1.388139009475708,F
1793,15,Female,African American,Some College,8.406707763671875,2,False,Moderate,False,False,True,False,3.3005521297454834,B
1794,18,Female,African American,Higher,17.902000427246094,14,False,High,False,False,False,True,2.1686415672302246,D
1795,15,Male,Caucasian,Bachelor's,19.653047561645508,13,False,Moderate,True,True,False,False,2.797267436981201,C
1796,17,Female,Caucasian,Some College,12.740951538085938,14,False,Low,False,False,False,False,1.7174586057662964,F
1797,15,Female,Asian,None,3.2327539920806885,13,False,Moderate,False,True,False,False,1.6879005432128906,F
1798,17,Female,Asian,High School,18.116987228393555,6,False,Moderate,True,False,False,False,2.95214581489563,C
1799,15,Female,Caucasian,Bachelor's,10.324956893920898,24,False,Moderate,True,False,False,False,0.9633750319480896,F
1800,17,Female,Other,Some College,3.074986219406128,2,False,Moderate,True,False,False,False,3.3349719047546387,B
1801,15,Male,Other,Some College,18.434534072875977,29,False,Low,False,False,False,False,0.44364064931869507,F
1802,16,Male,Caucasian,None,15.149380683898926,16,True,Moderate,True,False,False,False,1.955791711807251,F
1803,15,Female,Caucasian,Some College,14.634105682373047,9,False,High,True,True,False,False,2.850351333618164,C
1804,15,Female,African American,Some College,14.183613777160645,14,True,Moderate,False,True,False,False,2.3700673580169678,D
1805,16,Female,Other,Bachelor's,4.006796360015869,28,True,Moderate,False,False,False,False,0.1525907814502716,F
1806,18,Male,Asian,Some College,4.2201337814331055,5,False,None,False,False,False,False,2.1230430603027344,D
1807,18,Male,Caucasian,High School,13.765859603881836,27,True,Low,True,False,True,True,0.9220132231712341,F
1808,15,Female,Caucasian,Some College,4.3944549560546875,16,False,Moderate,False,False,False,True,1.4289932250976562,F
1809,16,Male,African American,None,8.773433685302734,16,True,Moderate,False,True,False,False,1.8934409618377686,F
1810,15,Male,African American,Higher,15.640036582946777,13,True,Moderate,False,False,False,False,1.9395846128463745,F
1811,17,Female,Caucasian,High School,15.67905044555664,23,False,High,True,True,False,False,1.5112769603729248,F
1812,17,Male,Asian,Some College,9.065235137939453,24,False,Low,False,False,True,False,0.8256042003631592,F
1813,15,Male,African American,High School,15.843798637390137,17,False,None,True,False,False,False,1.7643543481826782,F
1814,18,Female,Asian,Some College,16.772436141967773,24,False,Moderate,True,False,False,False,1.2955949306488037,F
1815,18,Male,Asian,Some College,13.095515251159668,4,False,Moderate,False,False,False,False,2.473717212677002,D
1816,15,Male,Asian,Some College,4.568517208099365,28,False,Moderate,False,False,True,False,0.019798485562205315,F
1817,15,Female,Caucasian,High School,5.480235576629639,7,False,High,False,False,False,False,2.202958583831787,D
1818,17,Male,African American,High School,6.296823024749756,6,False,High,True,False,False,False,3.040025472640991,B
1819,18,Male,Caucasian,High School,2.3360822200775146,22,True,Low,True,False,False,False,1.0690799951553345,F
1820,15,Female,African American,Some College,5.463192462921143,3,True,Very High,True,False,False,False,3.9417600631713867,A
1821,17,Female,Caucasian,None,4.190384387969971,17,False,Low,False,False,True,False,1.4825959205627441,F
1822,18,Female,African American,Some College,9.106575012207031,4,False,High,False,True,False,False,3.0422754287719727,B
1823,16,Male,Caucasian,Bachelor's,18.168750762939453,15,False,High,False,True,False,False,2.103966474533081,D
1824,17,Female,Caucasian,Bachelor's,2.089606285095215,13,False,High,False,False,False,False,1.787522315979004,F
1825,18,Male,Caucasian,Some College,14.40535831451416,26,True,Low,True,False,False,True,1.100381851196289,F
1826,18,Female,Caucasian,Some College,13.745659828186035,26,False,Moderate,False,False,False,False,0.8545582890510559,F
1827,17,Male,Asian,None,1.9150840044021606,18,False,Moderate,False,True,False,True,1.1996513605117798,F
1828,16,Female,Asian,Some College,18.451448440551758,13,True,Low,False,False,False,False,2.5919408798217773,C
1829,17,Female,African American,Bachelor's,11.369443893432617,8,True,None,False,False,False,True,2.282212734222412,D
1830,18,Female,Caucasian,High School,7.274510383605957,5,False,Moderate,False,False,False,False,2.7548775672912598,C
1831,15,Female,Caucasian,Some College,15.13077163696289,16,False,Moderate,False,True,False,False,1.9212687015533447,F
1832,15,Male,Caucasian,Bachelor's,5.147309303283691,18,False,High,True,False,True,False,1.5835565328598022,F
1833,17,Female,Caucasian,Bachelor's,13.870196342468262,11,False,Low,False,False,True,False,1.7233856916427612,F
1834,18,Female,Asian,High School,0.7942241430282593,3,True,High,True,False,False,False,2.8760550022125244,C
1835,15,Male,Caucasian,Some College,16.78816032409668,15,False,Low,False,False,False,False,1.8889919519424438,F
1836,18,Female,Caucasian,High School,8.963417053222656,24,False,High,True,True,False,False,1.3693699836730957,F
1837,17,Male,Caucasian,High School,12.733858108520508,10,True,Moderate,False,False,False,False,2.550546169281006,C
1838,15,Female,Caucasian,Bachelor's,4.4247565269470215,21,True,Moderate,True,True,True,True,1.9435733556747437,F
1839,18,Female,African American,Bachelor's,13.541474342346191,3,True,High,True,False,False,True,3.310401201248169,B
1840,15,Female,African American,Some College,15.444805145263672,16,False,Low,False,False,False,False,1.4189386367797852,F
1841,17,Male,Caucasian,None,9.464263916015625,7,False,Low,False,True,False,False,2.3530547618865967,D
1842,18,Female,Caucasian,Bachelor's,12.354538917541504,13,False,Moderate,False,False,True,False,1.752886176109314,F
1843,15,Female,Caucasian,Some College,9.126518249511719,26,False,Low,True,False,True,False,0.513962984085083,F
1844,17,Female,Caucasian,High School,17.88182830810547,1,False,Moderate,False,False,False,False,3.0219547748565674,B
1845,15,Male,Caucasian,Some College,9.957383155822754,10,False,Low,False,True,False,True,1.834749460220337,F
1846,15,Male,Other,None,16.83617401123047,10,False,High,False,False,False,False,2.275700092315674,D
1847,16,Female,African American,Some College,16.027040481567383,23,True,High,True,True,False,True,1.7676467895507812,F
